description,qtd_gram,kcal,protein,lipids,saturated,monoinsat,polinsat,omega_6,omega_3,colesterol,cho,fiber,calcium,mg,mn,p,iron,sodium,potassium,copper,zinco,retinol,tiamina,riboflavina,piridoxina,niacina,vitamin_c,eq_niacina,cobalamina,folato,vitamin_d,vitamin_e,trans,sodium_add,selenio,vitamin_a,sugar_total,sugar_add
DOCE DE LEITE LIGHT,100,"292,29","7,58","3,62","2,08","0,91","0,22","0,13","0,08","13,25","58,98",.,"274,57","24,18","0,01","221,14","0,07","94,30","345,17","0,03","0,94","31,53","0,10","0,43","0,08","0,23",.,"2,39","1,12","11,48","0,07","0,08","0,14",.,"8,06","31,98","59,91","48,07"
DOCE DE LEITE DIET,100,"292,29","7,58","3,62","2,08","0,91","0,22","0,13","0,08","13,25","58,98",.,"274,57","24,18","0,01","221,14","0,07","94,30","345,17","0,03","0,94","31,53","0,10","0,43","0,08","0,23",.,"2,39","1,12","11,48","0,07","0,08","0,14",.,"8,06","31,98","59,91","48,07"
BARRA DE CEREAIS DIET,100,"403,45","5,56","5,44","0,55","2,80","1,69","1,25","0,44",.,"86,36","7,20","74,97","68,29","2,27","156,08","1,88","230,51","421,89","0,29","1,21",.,"0,23","0,10","0,28","2,26","37,08","3,43",.,"49,60",.,"1,18","0,02",.,"12,26","1,30","38,43","12,43"
BARRA DE CEREAIS DOCE DIET,100,"403,45","5,56","5,44","0,55","2,80","1,69","1,25","0,44",.,"86,36","7,20","74,97","68,29","2,27","156,08","1,88","230,51","421,89","0,29","1,21",.,"0,23","0,10","0,28","2,26","37,08","3,43",.,"49,60",.,"1,18","0,02",.,"12,26","1,30","38,43","12,43"
MILK SHAKE DIET,100,"335,52","19,19","1,87","0,76","0,42","0,41","0,37","0,05","5,27","69,94","7,39","536,58","357,14","0,27","366,60","22,86","395,27","928,75","0,71","16,07","803,11","1,61","0,70","2,14","25,00","64,29","29,62","4,29","588,80","3,57","24,12","0,01",.,"11,73","803,22","59,33","39,64"
COCADA DIET,100,"404,80","1,01","12,46","11,01","0,53","0,14","0,14",.,.,"75,65","1,58","8,30","17,68","0,87","37,45","0,68","107,35","119,68","0,11","0,71",.,"0,02","0,02","0,10","0,17","0,25","0,36",.,"2,80",.,"0,14",.,.,"6,25",.,"62,21","71,44"
DOCE DE AMENDOIM DIET,100,"599,00","28,03","52,50","8,69","25,98","15,29","15,10","0,04",.,"15,26","9,40","61,00","176,00","1,85","397,00","1,52","6,00","726,00","0,53","3,28",.,"0,09","0,09","0,46","13,83","0,80","17,68",.,"120,00",.,"6,94",.,.,"3,30",.,"4,19",.
PACOCA DIET,100,"599,00","28,03","52,50","8,69","25,98","15,29","15,10","0,04",.,"15,26","9,40","61,00","176,00","1,85","397,00","1,52","6,00","726,00","0,53","3,28",.,"0,09","0,09","0,46","13,83","0,80","17,68",.,"120,00",.,"6,94",.,.,"3,30",.,"4,19",.
AMENDOIM AMANTEIGADO DIET,100,"477,86","7,09","21,64","7,25","8,70","4,45","4,42","0,03","22,75","64,64","2,96","28,39","46,65","0,55","110,61","1,53","309,23","191,09","0,34","0,92","71,01","0,17","0,04","0,09","3,20",.,"4,33","0,02","63,81","0,15","2,45","0,35",.,"3,86","72,40","1,07",.
DOCE A BASE DE LEITE DIET,100,"292,29","7,58","3,62","2,08","0,91","0,22","0,13","0,08","13,25","58,98",.,"274,57","24,18","0,01","221,14","0,07","94,30","345,17","0,03","0,94","31,53","0,10","0,43","0,08","0,23",.,"2,39","1,12","11,48","0,07","0,08","0,14",.,"8,06","31,98","59,91","48,07"
GELATINA DE QUALQUER SABOR LIGHT,100,"179,01","0,36","0,05","0,02","0,00","0,01","0,01","0,00",.,"46,13","0,35","9,23","6,76","0,23","6,97","0,16","2,01","86,85","0,02","0,03",.,"0,02","0,03","0,04","0,17","0,06","0,17",.,"1,90",.,.,.,.,"0,28","0,26","45,61","36,07"
ADOCANTE LIGHT,100,"365,00","2,17",.,.,.,.,.,.,.,"89,08",.,.,.,.,.,"0,04",.,"4,00",.,"0,01",.,.,",",.,.,.,.,.,.,.,.,.,.,"0,50",.,"80,72","85,67"
ADOCANTE EM PO LIGHT,100,"365,00","2,17",.,.,.,.,.,.,.,"89,08",.,.,.,.,.,"0,04",.,"4,00",.,"0,01",.,.,.,.,.,.,.,.,.,.,.,.,.,"0,50",.,"80,72","85,67"
ADOCANTE LIQUIDO LIGHT,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"240,00",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.
MOSTARDA MOLHO,100,"67,00","4,37","4,01","0,25","2,63","0,95","0,44","0,46",.,"5,33","3,30","58,00","49,00","0,42","106,00","1,51","1135,00","138,00","0,09","0,64",.,"0,34","0,03","0,06","0,52","1,50","0,67",.,"7,00",.,"0,36","0,01",.,"32,90","3,50","0,86",.
HORTELA,100,"1,00",.,.,"0,00","0,00","0,01",.,.,.,"0,20",.,"2,00","1,00","0,04",.,"0,08","1,00","9,01","0,02","0,04",.,"0,01","0,00",.,.,.,.,.,"1,00",.,.,.,.,.,.,.,.
ALCAPARRA EM CONSERVA,100,"23,00","2,36","0,86","0,23","0,06","0,30","0,11","0,18",.,"4,89","3,20","40,00","33,00","0,08","10,00","1,67","2964,00","40,00","0,37","0,32",.,"0,02","0,14","0,02","0,65","4,30","0,97",.,"23,00",.,"0,88",.,.,"1,20","6,92","2,53",.
COENTRO,100,"279,00","21,93","4,78","0,12","2,23","0,33","0,33",.,.,"52,10","10,40","1246,00","694,00","6,36","481,00","42,46","211,00","4466,00","1,79","4,72",.,"1,25","1,50","0,61","10,71","566,70","10,71",.,"274,00",.,"1,03",.,.,"29,30","292,50","34,75",.
MOLHO DE SOJA,100,"53,00","6,28","0,04","0,01","0,01","0,02","0,02",.,.,"7,61","0,80","19,00","43,00","0,42","125,00","1,93","5637,00","217,00","0,10","0,52",.,"0,03","0,17","0,15","2,20",.,"3,70",.,"14,00",.,.,.,.,"0,50",.,"2,00",.
SHOYO,100,"53,00","6,28","0,04","0,01","0,01","0,02","0,02",.,.,"7,61","0,80","19,00","43,00","0,42","125,00","1,93","5637,00","217,00","0,10","0,52",.,"0,03","0,17","0,15","2,20",.,"3,70",.,"14,00",.,.,.,.,"0,50",.,"2,00",.
LEITE DE COCO,100,"202,46","1,61","20,85","18,49","0,89","0,23","0,23",.,.,"5,59","0,91","4,01","32,07","0,81","59,13","0,81","12,03","232,53","0,24","0,59",.,"0,02",.,"0,03","0,67","1,10","0,99",.,"14,03",.,"0,01",.,.,"3,71",.,"4,68",.
MAIONESE (MOLHO),100,"261,05","0,47","23,33","3,80","5,47","13,18","11,62","1,54","32,91","13,38","0,06","5,76","0,78","0,02","11,68","0,13","831,34","7,92","0,01","0,08","9,89","0,01","0,02","0,02","0,02","0,12","0,11","0,05","4,04","0,07","1,96","0,12",.,"12,02","13,68","10,24","10,44"
MASSA DE TOMATE,100,"38,00","1,65","0,21","0,03","0,03","0,09","0,08","0,00",.,"8,98","1,90","18,00","23,00","0,17","40,00","1,78","393,00","439,00","0,29","0,36",.,"0,03","0,08","0,13","1,47","10,60","1,65",.,"11,00",.,"1,95",.,.,"0,70","25,50","4,83",.
MOLHO DE TOMATE,100,"24,00","1,32","0,18","0,03","0,03","0,07","0,07",.,.,"5,38","1,50","13,00","16,00","0,11","26,00","1,02","524,00","331,00","0,12","0,20",.,"0,02","0,07","0,10","0,98","7,00","1,14",.,"11,00",.,"1,42",.,.,"0,20","17,42","4,25",.
KETCHUP,100,"97,00","1,74","0,31","0,04","0,05","0,13","0,12","0,00",.,"25,15","0,30","18,00","19,00","0,13","33,00","0,51","1114,00","382,00","0,18","0,26",.,"0,01","0,13","0,15","1,43","15,10","1,73",.,"10,00",.,"1,46",.,.,"0,30","46,67","22,77","16,30"
CATCHUP,100,"97,00","1,74","0,31","0,04","0,05","0,13","0,12","0,00",.,"25,15","0,30","18,00","19,00","0,13","33,00","0,51","1114,00","382,00","0,18","0,26",.,"0,01","0,13","0,15","1,43","15,10","1,73",.,"10,00",.,"1,46",.,.,"0,30","46,67","22,77","16,30"
PIMENTA EM PO,100,"255,00","10,95","3,26","0,98","1,01","1,13","0,97","0,16",.,"64,81","26,50","437,00","194,00","5,63","173,00","28,86","44,00","1259,00","1,13","1,42",.,"0,11","0,24","0,29","1,14","21,00","1,14",.,"10,00",.,"0,72",.,.,"3,10","15,00",.,.
TUCUPI EM CALDO SEM PIMENTA,100,"4,87","0,01","0,00",.,.,"0,00","0,00",.,.,"1,30","0,01","2,40","0,61","0,00","0,47","0,01","400,06","3,33","0,00","0,00","21,28","0,00","0,00","0,00","0,00","0,10","0,01",.,"0,05",.,"0,01",.,.,"0,02","10,64","1,19","1,20"
CREME DE QUEIJO,100,"209,66","10,34","15,81","9,84","4,29","0,61","0,46","0,15","51,12","6,72","0,10","287,52","15,68","0,03","217,10","0,24","208,56","138,69","0,02","1,19","127,23","0,06","0,25","0,05","0,31",.,"3,08","0,60","13,29","0,89","0,26","0,49",.,"9,55","130,14","4,84",.
CALDO DE PEIXE,100,"16,00","2,00","0,60","0,14","0,12","0,16","0,01","0,01",.,"0,40",.,"30,00","1,00","0,03","30,00","0,21","318,00","86,00","0,05","0,10","1,00",.,"0,03","0,01","1,37",.,"1,75","0,10","4,00","0,19","0,15",.,.,"0,70","1,00","0,16",.
CALDO DE TOMATE,100,"37,65","0,75","0,78","0,14","0,22","0,37","0,36","0,01",.,"7,39","0,46","6,20","5,16","0,06","11,02","0,43","305,05","88,30","0,05","0,09",.,"0,04","0,03","0,02","0,48","5,69","0,61",.,"8,79",.,"0,49","0,03",.,"1,95","6,33","3,75","2,90"
GERGELIM,100,"631,00","20,45","61,21","9,06","23,92","25,49","25,23","0,26",.,"11,73","11,60","60,00","345,00","1,44","667,00","6,36","47,00","370,00","1,40","6,73",.,"0,70","0,09","0,40","5,80",.,"11,30",.,"115,00",.,"1,68",.,.,"97,50","3,33","0,52",.
TOMATE SECO,100,"213,00","5,06","14,08","1,89","8,66","2,06","1,98","0,08",.,"23,33","5,80","47,00","81,00","0,47","139,00","2,68","266,00","1565,00","0,47","0,78",.,"0,19","0,38","0,32","3,63","101,80","4,25",.,"23,00",.,"1,85","0,01",.,"3,00","64,33","13,90",.
MAIONESE (MOLHO) LIGHT,100,"156,58","0,59","9,46","1,61","2,29","5,17","4,56","0,60","31,09","18,77","1,24","12,72","1,86","0,02","11,99","0,19","876,69","14,56","0,01","0,08","10,11","0,01","0,03","0,02","0,02","0,11","0,13","0,06","3,70","0,07","0,82","0,05",.,"5,85","13,62","12,48","12,71"
MOLHO DE SOJA LIGHT,100,"53,13","5,18","0,08","0,01","0,01","0,04","0,03","0,00",.,"8,53","0,80","17,04","34,08","0,43","110,26","2,03","3341,01","180,43","0,12","0,37",.,"0,05","0,13","0,17","3,37",.,"4,60",.,"16,04",.,.,.,.,"0,80",.,"2,10",.
LEITE DE COCO LIGHT,100,"202,46","1,61","20,85","18,49","0,89","0,23","0,23",.,.,"5,59","0,91","4,01","32,07","0,81","59,13","0,81","12,03","232,53","0,24","0,59",.,"0,02",.,"0,03","0,67","1,10","0,99",.,"14,03",.,"0,01",.,.,"3,71",.,"4,68",.
VINAGRETE,100,"76,79","0,65","6,21","0,87","4,47","0,67","0,63","0,05",.,"3,68","0,93","19,92","10,15","0,16","19,03","0,65","1299,77","156,70","0,04","0,17",.,"0,03","0,02","0,05","0,27","13,73","0,39",.,"17,93",.,"1,07","0,01",.,"0,15","39,19","3,42",.
FILE MIGNONCOZIDO(A),100,"204,00","30,67","9,00","3,42","3,92","0,35","0,24","0,09","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,43","0,41","333,00","31,70",.,.,.
FILE MIGNONGRELHADO(A)/BRASA/CHURRASCO,100,"204,00","30,67","9,00","3,42","3,92","0,35","0,24","0,09","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,43","0,41","333,00","31,70",.,.,.
FILE MIGNONASSADO(A),100,"204,00","30,67","9,00","3,42","3,92","0,35","0,24","0,09","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,43","0,41","333,00","31,70",.,.,.
FILE MIGNONFRITO(A),100,"226,66","30,67","11,56","3,82","4,50","1,83","1,54","0,26","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,64","0,42","333,00","32,88",.,.,.
FILE MIGNONEMPANADO(A)/A MILANESA,100,"242,84","31,13","11,61","3,82","4,51","1,85","1,56","0,26","58,00","3,39","0,14","7,67","20,98","0,04","197,80","2,74","41,09","256,76","0,08","5,23",.,"0,11","0,19","0,41","5,62",.,"9,08","1,71","19,07","0,60","0,64","0,42","333,00","34,38",.,"0,01",.
FILE MIGNONREFOGADO(A),100,"226,66","30,67","11,56","3,82","4,50","1,83","1,54","0,26","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,64","0,42","333,00","32,88",.,.,.
FILE MIGNONMOLHO VERMELHO,100,"168,00","24,80","7,24","2,74","3,14","0,29","0,20","0,07","46,40","1,08","0,30","8,20","19,20","0,03","159,60","2,23","137,60","267,80","0,08","4,20",.,"0,06","0,14","0,34","4,48","1,40","7,21","1,37","10,20","0,48","0,63","0,33","333,00","25,40",.,"0,85",.
FILE MIGNONMOLHO BRANCO,100,"195,79","25,32","9,69","4,26","3,77","0,39","0,28","0,09","53,23","1,85","0,04","28,48","18,31","0,02","174,09","2,09","53,72","231,65","0,06","4,25","20,70","0,08","0,17","0,33","4,38","0,00","7,35","1,46","11,60","0,71","0,41","0,42","333,00","26,53","21,08","1,03",.
FILE MIGNONCOM MANTEIGA/OLEO,100,"223,14","30,69","11,17","4,79","4,48","0,43","0,31","0,10","63,74","0,00",.,"7,64","20,05","0,01","193,64","2,53","56,37","252,64","0,07","5,20","17,91","0,07","0,16","0,40","5,36",.,"8,73","1,72","10,08","0,64","0,49","0,50","333,00","31,73","18,26","0,00",.
FILE MIGNON,100,"204,00","30,67","9,00","3,42","3,92","0,35","0,24","0,09","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,43","0,41","333,00","31,70",.,.,.
CONTRAFILECOZIDO(A),100,"204,00","30,67","9,00","3,42","3,92","0,35","0,24","0,09","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,43","0,41","333,00","31,70",.,.,.
CONTRAFILEGRELHADO(A)/BRASA/CHURRASCO,100,"204,00","30,67","9,00","3,42","3,92","0,35","0,24","0,09","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,43","0,41","333,00","31,70",.,.,.
CONTRAFILEASSADO(A),100,"204,00","30,67","9,00","3,42","3,92","0,35","0,24","0,09","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,43","0,41","333,00","31,70",.,.,.
CONTRAFILEFRITO(A),100,"226,66","30,67","11,56","3,82","4,50","1,83","1,54","0,26","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,64","0,42","333,00","32,88",.,.,.
CONTRAFILEEMPANADO(A)/A MILANESA,80,"194,27","24,90","9,29","3,06","3,60","1,48","1,25","0,21","46,40","2,71","0,11","6,13","16,78","0,03","158,24","2,19","32,87","205,40","0,06","4,18",.,"0,08","0,15","0,32","4,50",.,"7,27","1,37","15,25","0,48","0,51","0,34","266,40","27,50",.,"0,01",.
CONTRAFILEREFOGADO(A),100,"226,66","30,67","11,56","3,82","4,50","1,83","1,54","0,26","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,64","0,42","333,00","32,88",.,.,.
CONTRAFILEMOLHO VERMELHO,100,"168,00","24,80","7,24","2,74","3,14","0,29","0,20","0,07","46,40","1,08","0,30","8,20","19,20","0,03","159,60","2,23","137,60","267,80","0,08","4,20",.,"0,06","0,14","0,34","4,48","1,40","7,21","1,37","10,20","0,48","0,63","0,33","333,00","25,40","3,48","0,85",.
BISTECA BOVINACRU(A),100,"471,00","21,57","41,98","17,80","18,88","1,53","0,98","0,50","94,00",.,.,"12,00","15,00","0,01","162,00","2,31","50,00","224,00","0,10","4,88",.,"0,05","0,15","0,22","2,45",.,"4,82","2,62","5,00","0,60","0,29","1,91","333,00","20,80",.,.,.
BISTECA BOVINACOZIDO(A),100,"471,00","21,57","41,98","17,80","18,88","1,53","0,98","0,50","94,00",.,.,"12,00","15,00","0,01","162,00","2,31","50,00","224,00","0,10","4,88",.,"0,05","0,15","0,22","2,45",.,"4,82","2,62","5,00","0,60","0,29","1,91","333,00","20,80",.,.,.
BISTECA BOVINAGRELHADO(A)/BRASA/CHURRASCO,100,"471,00","21,57","41,98","17,80","18,88","1,53","0,98","0,50","94,00",.,.,"12,00","15,00","0,01","162,00","2,31","50,00","224,00","0,10","4,88",.,"0,05","0,15","0,22","2,45",.,"4,82","2,62","5,00","0,60","0,29","1,91","333,00","20,80",.,.,.
BISTECA BOVINAASSADO(A),100,"471,00","21,57","41,98","17,80","18,88","1,53","0,98","0,50","94,00",.,.,"12,00","15,00","0,01","162,00","2,31","50,00","224,00","0,10","4,88",.,"0,05","0,15","0,22","2,45",.,"4,82","2,62","5,00","0,60","0,29","1,91","333,00","20,80",.,.,.
BISTECA BOVINAFRITO(A),100,"471,00","21,57","41,98","17,80","18,88","1,53","0,98","0,50","94,00",.,.,"12,00","15,00","0,01","162,00","2,31","50,00","224,00","0,10","4,88",.,"0,05","0,15","0,22","2,45",.,"4,82","2,62","5,00","0,60","0,29","1,91","333,00","20,80",.,.,.
BISTECA BOVINAEMPANADO(A)/A MILANESA,100,"329,84","26,31","22,65","8,30","9,24","2,24","1,84","0,35","105,00","3,39","0,14","19,67","22,98","0,04","205,80","1,87","53,09","327,76","0,08","4,70",.,"0,11","0,15","0,54","7,14",.,"10,07","1,52","17,07","0,60","0,70","0,92","333,00","30,68",.,"0,01",.
BISTECA BOVINAREFOGADO(A),100,"471,00","21,57","41,98","17,80","18,88","1,53","0,98","0,50","94,00",.,.,"12,00","15,00","0,01","162,00","2,31","50,00","224,00","0,10","4,88",.,"0,05","0,15","0,22","2,45",.,"4,82","2,62","5,00","0,60","0,29","1,91","333,00","20,80",.,.,.
BISTECA BOVINAMOLHO VERMELHO,100,"381,60","17,52","33,62","14,25","15,11","1,24","0,80","0,40","75,20","1,08","0,30","12,20","15,20","0,03","134,80","2,05","144,80","245,40","0,10","3,94",.,"0,05","0,13","0,20","2,16","1,40","4,08","2,10","6,20","0,48","0,52","1,53","333,00","16,68","3,48","0,85",.
ALCATRACRU(A),100,"204,00","30,67","9,00","3,42","3,92","0,35","0,24","0,09","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,43","0,41","333,00","31,70",.,.,.
ALCATRA COZIDO(A),100,"204,00","30,67","9,00","3,42","3,92","0,35","0,24","0,09","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,43","0,41","333,00","31,70",.,.,.
ALCATRAGRELHADO(A)/BRASA/CHURRASCO,100,"204,00","30,67","9,00","3,42","3,92","0,35","0,24","0,09","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,43","0,41","333,00","31,70",.,.,.
ALCATRAASSADO(A),80,"163,20","24,54","7,20","2,73","3,13","0,28","0,19","0,07","46,40",.,.,"5,60","16,00","0,01","154,40","2,02","32,80","201,60","0,06","4,16",.,"0,06","0,13","0,32","4,29",.,"6,98","1,37","8,00","0,48","0,34","0,33","266,40","25,36",.,.,.
ALCATRAFRITO(A),100,"253,57","30,67","14,61","4,29","5,20","3,59","3,10","0,47","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,89","0,44","333,00","34,27",.,.,.
ALCATRAEMPANADO(A)/A MILANESA,100,"253,57","30,67","14,61","4,29","5,20","3,59","3,10","0,47","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,89","0,44","333,00","34,27",.,.,.
ALCATRAREFOGADO(A),100,"253,57","30,67","14,61","4,29","5,20","3,59","3,10","0,47","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,89","0,44","333,00","34,27",.,.,.
ALCATRAMOLHO VERMELHO,100,"168,00","24,80","7,24","2,74","3,14","0,29","0,20","0,07","46,40","1,08","0,30","8,20","19,20","0,03","159,60","2,23","137,60","267,80","0,08","4,20",.,"0,06","0,14","0,34","4,48","1,40","7,21","1,37","10,20","0,48","0,63","0,33","333,00","25,40","3,48","0,85",.
ALCATRAAO VINAGRETE,100,"204,00","30,67","9,00","3,42","3,92","0,35","0,24","0,09","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,43","0,41","333,00","31,70",.,.,.
ALCATRAENSOPADO,100,"253,57","30,67","14,61","4,29","5,20","3,59","3,10","0,47","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,89","0,44","333,00","34,27",.,.,.
MAMINHAGRELHADO(A)/BRASA/CHURRASCO,100,"199,00","36,12","5,00","1,72","2,00","0,22","0,17","0,02","90,00",.,.,"4,00","26,00","0,02","226,00","3,32","45,00","334,00","0,12","4,56",.,"0,07","0,25","0,28","3,81",.,"7,76","2,70","9,00","0,70","0,14","0,23","333,00","33,00",.,.,.
MAMINHAASSADO(A),100,"199,00","36,12","5,00","1,72","2,00","0,22","0,17","0,02","90,00",.,.,"4,00","26,00","0,02","226,00","3,32","45,00","334,00","0,12","4,56",.,"0,07","0,25","0,28","3,81",.,"7,76","2,70","9,00","0,70","0,14","0,23","333,00","33,00",.,.,.
MAMINHAFRITO(A),100,"248,57","36,12","10,61","2,60","3,28","3,46","3,03","0,40","90,00",.,.,"4,00","26,00","0,02","226,00","3,32","45,00","334,00","0,12","4,56",.,"0,07","0,25","0,28","3,81",.,"7,76","2,70","9,00","0,70","0,60","0,26","333,00","35,57",.,.,.
MAMINHAMOLHO VERMELHO,100,"164,00","29,16","4,04","1,38","1,61","0,19","0,15","0,02","72,00","1,08","0,30","5,80","24,00","0,04","186,00","2,86","140,80","333,40","0,12","3,69",.,"0,06","0,21","0,24","3,24","1,40","6,44","2,16","9,40","0,56","0,40","0,18","333,00","26,44","3,48","0,85",.
PICANHACOZIDO(A),100,"204,00","30,67","9,00","3,42","3,92","0,35","0,24","0,09","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,43","0,41","333,00","31,70",.,.,.
PICANHAGRELHADO(A)/BRASA/CHURRASCO,100,"204,00","30,67","9,00","3,42","3,92","0,35","0,24","0,09","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,43","0,41","333,00","31,70",.,.,.
PICANHAASSADO(A),100,"204,00","30,67","9,00","3,42","3,92","0,35","0,24","0,09","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,43","0,41","333,00","31,70",.,.,.
PICANHA FRITO(A),100,"253,57","30,67","14,61","4,29","5,20","3,59","3,10","0,47","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,89","0,44","333,00","34,27",.,.,.
PICANHA ENSOPADO,100,"253,57","30,67","14,61","4,29","5,20","3,59","3,10","0,47","58,00",.,.,"7,00","20,00","0,01","193,00","2,53","41,00","252,00","0,07","5,20",.,"0,07","0,16","0,40","5,36",.,"8,73","1,71","10,00","0,60","0,89","0,44","333,00","34,27",.,.,.
PATINHOCOZIDO(A),100,"199,00","36,12","5,00","1,72","2,00","0,22","0,17","0,02","90,00",.,.,"4,00","26,00","0,02","226,00","3,32","45,00","334,00","0,12","4,56",.,"0,07","0,25","0,28","3,81",.,"7,76","2,70","9,00","0,70","0,14","0,23","333,00","33,00",.,.,.
PATINHOGRELHADO(A)/BRASA/CHURRASCO,100,"199,00","36,12","5,00","1,72","2,00","0,22","0,17","0,02","90,00",.,.,"4,00","26,00","0,02","226,00","3,32","45,00","334,00","0,12","4,56",.,"0,07","0,25","0,28","3,81",.,"7,76","2,70","9,00","0,70","0,14","0,23","333,00","33,00",.,.,.
PATINHOASSADO(A),100,"199,00","36,12","5,00","1,72","2,00","0,22","0,17","0,02","90,00",.,.,"4,00","26,00","0,02","226,00","3,32","45,00","334,00","0,12","4,56",.,"0,07","0,25","0,28","3,81",.,"7,76","2,70","9,00","0,70","0,14","0,23","333,00","33,00",.,.,.
PATINHOFRITO(A),100,"248,57","36,12","10,61","2,60","3,28","3,46","3,03","0,40","90,00",.,.,"4,00","26,00","0,02","226,00","3,32","45,00","334,00","0,12","4,56",.,"0,07","0,25","0,28","3,81",.,"7,76","2,70","9,00","0,70","0,60","0,26","333,00","35,57",.,.,.
PATINHOEMPANADO(A)/A MILANESA,100,"248,57","36,12","10,61","2,60","3,28","3,46","3,03","0,40","90,00",.,.,"4,00","26,00","0,02","226,00","3,32","45,00","334,00","0,12","4,56",.,"0,07","0,25","0,28","3,81",.,"7,76","2,70","9,00","0,70","0,60","0,26","333,00","35,57",.,.,.
